"","ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","gene_length"
"7808","ENSG00000157985","AGAP1","2",236402733,237040444,637711
"7809","ENSG00000158006","PAFAH2","1",26286258,26324648,38390
"7810","ENSG00000158008","EXTL1","1",26346375,26362955,16580
"7811","ENSG00000158019","BRE","2",28112808,28561768,448960
"7812","ENSG00000158023","WDR66","12",122355768,122441833,86065
"7813","ENSG00000158042","MRPL17","11",6702013,6704632,2619
"7814","ENSG00000158050","DUSP2","2",96808905,96811179,2274
"7815","ENSG00000158055","GRHL3","1",24645812,24690972,45160
"7816","ENSG00000158062","UBXN11","1",26607819,26644854,37035
"7817","ENSG00000158077","NLRP14","11",7041677,7092539,50862
"7818","ENSG00000158079","PTPDC1","9",96793076,96872138,79062
"7819","ENSG00000158092","NCK1","3",136581050,136668665,87615
"7820","ENSG00000158106","RHPN1","8",144451057,144466390,15333
"7821","ENSG00000158109","TPRG1L","1",3541566,3546691,5125
"7822","ENSG00000158122","AAED1","9",99401859,99417585,15726
"7823","ENSG00000158156","XKR8","1",28285973,28294607,8634
"7824","ENSG00000158158","CNNM4","2",97426639,97477628,50989
"7825","ENSG00000158161","EYA3","1",28296855,28415207,118352
"7826","ENSG00000158163","DZIP1L","3",137780832,137834660,53828
"7827","ENSG00000158164","TMSB15A","X",101768604,101771712,3108
"7828","ENSG00000158169","FANCC","9",97861336,98079991,218655
"7829","ENSG00000158186","MRAS","3",138066539,138124375,57836
"7830","ENSG00000158195","WASF2","1",27730730,27816669,85939
"7831","ENSG00000158201","ABHD3","18",19230858,19284766,53908
"7832","ENSG00000158234","FAIM","3",138327448,138352218,24770
"7833","ENSG00000158246","FAM46B","1",27331511,27339327,7816
"7834","ENSG00000158258","CLSTN2","3",139654027,140296239,642212
"7835","ENSG00000158270","COLEC12","18",319361,500722,181361
"7836","ENSG00000158286","RNF207","1",6265535,6281359,15824
"7837","ENSG00000158290","CUL4B","X",119658464,119709649,51185
"7838","ENSG00000158292","GPR153","1",6307406,6321035,13629
"7839","ENSG00000158296","SLC13A3","20",45186463,45304714,118251
"7840","ENSG00000158301","GPRASP2","X",101967104,101973607,6503
"7841","ENSG00000158321","AUTS2","7",69063905,70258054,1194149
"7842","ENSG00000158352","SHROOM4","X",50334647,50557302,222655
"7843","ENSG00000158373","HIST1H2BD","6",26158349,26171577,13228
"7844","ENSG00000158402","CDC25C","5",137620954,137674044,53090
"7845","ENSG00000158406","HIST1H4H","6",26281283,26285762,4479
"7846","ENSG00000158411","MITD1","2",99777890,99797521,19631
"7847","ENSG00000158417","EIF5B","2",99953816,100017789,63973
"7848","ENSG00000158423","RIBC1","X",53449639,53458059,8420
"7849","ENSG00000158427","TMSB15B","X",103173479,103229570,56091
"7850","ENSG00000158435","CNOT11","2",101869264,101886778,17514
"7851","ENSG00000158445","KCNB1","20",47980414,48099184,118770
"7852","ENSG00000158457","TSPAN33","7",128784712,128808671,23959
"7853","ENSG00000158458","NRG2","5",139226364,139422884,196520
"7854","ENSG00000158467","AHCYL2","7",128864864,129070052,205188
"7855","ENSG00000158470","B4GALT5","20",48249482,48330415,80933
"7856","ENSG00000158480","SPATA2","20",48519928,48532080,12152
"7857","ENSG00000158483","FAM86C1","11",71498556,71512282,13726
"7858","ENSG00000158526","TSR2","X",54466834,54471920,5086
"7859","ENSG00000158528","PPP1R9A","7",94536514,94925727,389213
"7860","ENSG00000158545","ZC3H18","16",88636789,88698374,61585
"7861","ENSG00000158552","ZFAND2B","2",220059959,220074373,14414
"7862","ENSG00000158555","GDPD5","11",75145685,75236948,91263
"7863","ENSG00000158560","DYNC1I1","7",95401866,95739634,337768
"7864","ENSG00000158571","PFKFB1","X",54959394,55024967,65573
"7865","ENSG00000158604","TMED4","7",44617493,44621886,4393
"7866","ENSG00000158615","PPP1R15B","1",204372515,204380919,8404
"7867","ENSG00000158623","COPG2","7",130146089,130353598,207509
"7868","ENSG00000158636","C11orf30","11",76155967,76264069,108102
"7869","ENSG00000158669","AGPAT6","8",41434706,41482520,47814
"7870","ENSG00000158691","ZSCAN12","6",28346732,28367511,20779
"7871","ENSG00000158710","TAGLN2","1",159887897,159895522,7625
"7872","ENSG00000158711","ELK4","1",205577071,205601090,24019
"7873","ENSG00000158715","SLC45A3","1",205626979,205649587,22608
"7874","ENSG00000158717","RNF166","16",88762903,88772829,9926
"7875","ENSG00000158764","ITLN2","1",160914815,160924589,9774
"7876","ENSG00000158769","F11R","1",160965001,160991138,26137
"7877","ENSG00000158773","USF1","1",161009041,161015767,6726
"7878","ENSG00000158792","SPATA2L","16",89762751,89768113,5362
"7879","ENSG00000158793","NIT1","1",161087876,161095235,7359
"7880","ENSG00000158796","DEDD","1",161090764,161102478,11714
"7881","ENSG00000158805","ZNF276","16",89786808,89807311,20503
"7882","ENSG00000158813","EDA","X",68835911,69259319,423408
"7883","ENSG00000158828","PINK1","1",20959948,20978004,18056
"7884","ENSG00000158850","B4GALT3","1",161141100,161147287,6187
"7885","ENSG00000158856","DMTN","8",21906506,21940038,33532
"7886","ENSG00000158863","FAM160B2","8",21946670,21962409,15739
"7887","ENSG00000158864","NDUFS2","1",161166894,161184185,17291
"7888","ENSG00000158882","TOMM40L","1",161195793,161200408,4615
"7889","ENSG00000158941","CCAR2","8",22462145,22479027,16882
"7890","ENSG00000158955","WNT9B","17",44910567,44964096,53529
"7891","ENSG00000158966","CACHD1","1",64936428,65158741,222313
"7892","ENSG00000158985","CDC42SE2","5",130581186,130734140,152954
"7893","ENSG00000158987","RAPGEF6","5",130759614,130970929,211315
"7894","ENSG00000159023","EPB41","1",29213603,29446553,232950
"7895","ENSG00000159055","MIS18A","21",33640530,33651380,10850
"7896","ENSG00000159063","ALG8","11",77811982,77850706,38724
"7897","ENSG00000159069","FBXW5","9",139834887,139839148,4261
"7898","ENSG00000159079","C21orf59","21",33964389,33985176,20787
"7899","ENSG00000159082","SYNJ1","21",34001069,34100359,99290
"7900","ENSG00000159086","PAXBP1","21",34106210,34144169,37959
"7901","ENSG00000159110","IFNAR2","21",34602206,34637980,35774
"7902","ENSG00000159111","MRPL10","17",45900638,45908900,8262
"7903","ENSG00000159128","IFNGR2","21",34775202,34851655,76453
"7904","ENSG00000159131","GART","21",34876238,34915797,39559
"7905","ENSG00000159140","SON","21",34914924,34949812,34888
"7906","ENSG00000159147","DONSON","21",34931848,34961014,29166
"7907","ENSG00000159164","SV2A","1",149874870,149889434,14564
"7908","ENSG00000159167","STC1","8",23699428,23712320,12892
"7909","ENSG00000159173","TNNI1","1",201373625,201398994,25369
"7910","ENSG00000159176","CSRP1","1",201452658,201478584,25926
"7911","ENSG00000159199","ATP5G1","17",46970127,46973233,3106
"7912","ENSG00000159200","RCAN1","21",35885440,35987441,102001
"7913","ENSG00000159202","UBE2Z","17",46985731,47006418,20687
"7914","ENSG00000159208","C1orf51","1",150254953,150259505,4552
"7915","ENSG00000159210","SNF8","17",47006678,47022479,15801
"7916","ENSG00000159214","CCDC24","1",44457031,44462200,5169
"7917","ENSG00000159216","RUNX1","21",36160098,37376965,1216867
"7918","ENSG00000159217","IGF2BP1","17",47074774,47133012,58238
"7919","ENSG00000159228","CBR1","21",37442239,37445464,3225
"7920","ENSG00000159231","CBR3","21",37507210,37518864,11654
"7921","ENSG00000159239","C2orf81","2",74641304,74648718,7414
"7922","ENSG00000159251","ACTC1","15",35080297,35088340,8043
"7923","ENSG00000159256","MORC3","21",37692487,37758446,65959
"7924","ENSG00000159259","CHAF1B","21",37757676,37791313,33637
"7925","ENSG00000159267","HLCS","21",38123189,38362536,239347
"7926","ENSG00000159307","SCUBE1","22",43593289,43739394,146105
"7927","ENSG00000159314","ARHGAP27","17",43471275,43511787,40512
"7928","ENSG00000159322","ADPGK","15",73043710,73078187,34477
"7929","ENSG00000159335","PTMS","12",6874682,6880116,5434
"7930","ENSG00000159346","ADIPOR1","1",202909951,202927700,17749
"7931","ENSG00000159348","CYB5R1","1",202930997,202936408,5411
"7932","ENSG00000159352","PSMD4","1",151227179,151239955,12776
"7933","ENSG00000159363","ATP13A2","1",17312453,17338423,25970
"7934","ENSG00000159377","PSMB4","1",151372010,151374420,2410
"7935","ENSG00000159387","IRX6","16",55357672,55364672,7000
"7936","ENSG00000159388","BTG2","1",203274619,203278730,4111
"7937","ENSG00000159399","HK2","2",75061108,75120486,59378
"7938","ENSG00000159403","C1R","12",7187513,7245203,57690
"7939","ENSG00000159409","CELF3","1",151674880,151689290,14410
"7940","ENSG00000159423","ALDH4A1","1",19197926,19229275,31349
"7941","ENSG00000159433","STARD9","15",42867857,43013179,145322
"7942","ENSG00000159445","THEM4","1",151846060,151882284,36224
"7943","ENSG00000159459","UBR1","15",43235095,43398311,163216
"7944","ENSG00000159461","AMFR","16",56395364,56459450,64086
"7945","ENSG00000159479","MED8","1",43849588,43855479,5891
"7946","ENSG00000159579","RSPRY1","16",57220049,57274387,54338
"7947","ENSG00000159588","CCDC17","1",46085716,46089729,4013
"7948","ENSG00000159592","GPBP1L1","1",46092976,46153785,60809
"7949","ENSG00000159593","NAE1","16",66836778,66907159,70381
"7950","ENSG00000159596","TMEM69","1",46152886,46160115,7229
"7951","ENSG00000159658","EFCAB14","1",47124366,47184824,60458
"7952","ENSG00000159685","CHCHD6","3",126423063,126679249,256186
"7953","ENSG00000159692","CTBP1","4",1205236,1243741,38505
"7954","ENSG00000159713","TPPP3","16",67423712,67427438,3726
"7955","ENSG00000159714","ZDHHC1","16",67428322,67450736,22414
"7956","ENSG00000159720","ATP6V0D1","16",67471917,67515140,43223
"7957","ENSG00000159784","FAM131B","7",143050493,143059863,9370
"7958","ENSG00000159788","RGS12","4",3294755,3441640,146885
"7959","ENSG00000159792","PSKH1","16",67927175,67963581,36406
"7960","ENSG00000159840","ZYX","7",143078173,143088204,10031
"7961","ENSG00000159842","ABR","17",906758,1132315,225557
"7962","ENSG00000159873","CCDC117","22",29168662,29185283,16621
"7963","ENSG00000159882","ZNF230","19",44507100,44518078,10978
"7964","ENSG00000159884","CCDC107","9",35658301,35661508,3207
"7965","ENSG00000159885","ZNF222","19",44529494,44537265,7771
"7966","ENSG00000159899","NPR2","9",35792151,35809729,17578
"7967","ENSG00000159905","ZNF221","19",44455375,44471861,16486
"7968","ENSG00000159915","ZNF233","19",44754318,44779470,25152
"7969","ENSG00000159917","ZNF235","19",44732882,44809199,76317
"7970","ENSG00000159921","GNE","9",36214438,36277053,62615
"7971","ENSG00000160007","ARHGAP35","19",47421933,47508334,86401
"7972","ENSG00000160014","CALM3","19",47104331,47114050,9719
"7973","ENSG00000160049","DFFA","1",10516579,10532583,16004
"7974","ENSG00000160050","CCDC28B","1",32665987,32670988,5001
"7975","ENSG00000160051","IQCC","1",32671236,32674288,3052
"7976","ENSG00000160055","TMEM234","1",32680073,32687972,7899
"7977","ENSG00000160058","BSDC1","1",32830704,32860332,29628
"7978","ENSG00000160062","ZBTB8A","1",33005028,33071540,66512
"7979","ENSG00000160072","ATAD3B","1",1407143,1433228,26085
"7980","ENSG00000160075","SSU72","1",1477053,1510249,33196
"7981","ENSG00000160087","UBE2J2","1",1189289,1209265,19976
"7982","ENSG00000160094","ZNF362","1",33722146,33766320,44174
"7983","ENSG00000160097","FNDC5","1",33327869,33338083,10214
"7984","ENSG00000160111","CPAMD8","19",17003758,17137625,133867
"7985","ENSG00000160113","NR2F6","19",17342692,17356749,14057
"7986","ENSG00000160117","ANKLE1","19",17392454,17398455,6001
"7987","ENSG00000160124","CCDC58","3",122078438,122102078,23640
"7988","ENSG00000160131","VMA21","X",150564987,150577836,12849
"7989","ENSG00000160145","KALRN","3",123798870,124445172,646302
"7990","ENSG00000160161","CILP2","19",19649057,19657468,8411
"7991","ENSG00000160172","FAM86C2P","11",67559119,67572807,13688
"7992","ENSG00000160179","ABCG1","21",43619799,43717354,97555
"7993","ENSG00000160190","SLC37A1","21",43916118,44001550,85432
"7994","ENSG00000160191","PDE9A","21",44073746,44195619,121873
"7995","ENSG00000160193","WDR4","21",44263204,44299678,36474
"7996","ENSG00000160194","NDUFV3","21",44299754,44333414,33660
"7997","ENSG00000160199","PKNOX1","21",44394620,44453691,59071
"7998","ENSG00000160200","CBS","21",44473301,44497053,23752
"7999","ENSG00000160201","U2AF1","21",44513066,44527697,14631
"8000","ENSG00000160207","HSF2BP","21",44949072,45079374,130302
"8001","ENSG00000160208","RRP1B","21",45079429,45115958,36529
"8002","ENSG00000160209","PDXK","21",45138975,45182188,43213
"8003","ENSG00000160211","G6PD","X",153759606,153775787,16181
"8004","ENSG00000160213","CSTB","21",45192393,45196326,3933
"8005","ENSG00000160214","RRP1","21",45209394,45225174,15780
"8006","ENSG00000160216","AGPAT3","21",45285067,45406417,121350
"8007","ENSG00000160218","TRAPPC10","21",45432200,45526433,94233
"8008","ENSG00000160221","C21orf33","21",45553487,45565605,12118
"8009","ENSG00000160226","C21orf2","21",45748827,45759285,10458
"8010","ENSG00000160229","ZNF66","19",20959110,20991922,32812
"8011","ENSG00000160233","LRRC3","21",45875369,45878739,3370
"8012","ENSG00000160256","FAM207A","21",46359925,46396904,36979
"8013","ENSG00000160271","RALGDS","9",135973107,136039301,66194
"8014","ENSG00000160284","SPATC1L","21",47581062,47604390,23328
"8015","ENSG00000160285","LSS","21",47608055,47648738,40683
"8016","ENSG00000160293","VAV2","9",136627016,136857726,230710
"8017","ENSG00000160294","MCM3AP","21",47655047,47706211,51164
"8018","ENSG00000160298","C21orf58","21",47720095,47743789,23694
"8019","ENSG00000160299","PCNT","21",47744036,47865682,121646
"8020","ENSG00000160305","DIP2A","21",47878812,47989926,111114
"8021","ENSG00000160307","S100B","21",48018875,48025121,6246
"8022","ENSG00000160310","PRMT2","21",48055079,48085036,29957
"8023","ENSG00000160323","ADAMTS13","9",136279478,136324508,45030
"8024","ENSG00000160325","CACFD1","9",136325089,136335970,10881
"8025","ENSG00000160326","SLC2A6","9",136336217,136344259,8042
"8026","ENSG00000160336","ZNF761","19",53935227,53961515,26288
"8027","ENSG00000160345","C9orf116","9",138387027,138393580,6553
"8028","ENSG00000160352","ZNF714","19",21264965,21308073,43108
"8029","ENSG00000160360","GPSM1","9",139221932,139254057,32125
"8030","ENSG00000160392","C19orf47","19",40825443,40854434,28991
"8031","ENSG00000160404","TOR2A","9",130493803,130497604,3801
"8032","ENSG00000160408","ST6GALNAC6","9",130647600,130667687,20087
"8033","ENSG00000160410","SHKBP1","19",41082757,41097305,14548
"8034","ENSG00000160439","RDH13","19",55550476,55582659,32183
"8035","ENSG00000160445","ZER1","9",131492065,131534693,42628
"8036","ENSG00000160446","ZDHHC12","9",131483148,131486406,3258
"8037","ENSG00000160447","PKN3","9",131464802,131483197,18395
"8038","ENSG00000160469","BRSK1","19",55793440,55823901,30461
"8039","ENSG00000160539","PPAPDC3","9",134165081,134184649,19568
"8040","ENSG00000160551","TAOK1","17",27717482,27878922,161440
"8041","ENSG00000160563","MED27","9",134735494,134955295,219801
"8042","ENSG00000160570","DEDD2","19",42702750,42724292,21542
"8043","ENSG00000160584","SIK3","11",116714118,116969153,255035
"8044","ENSG00000160602","NEK8","17",27052915,27070473,17558
"8045","ENSG00000160606","TLCD1","17",27051366,27054953,3587
"8046","ENSG00000160613","PCSK7","11",117075053,117103241,28188
"8047","ENSG00000160633","SAFB","19",5623046,5668489,45443
"8048","ENSG00000160679","CHTOP","1",153606525,153618782,12257
"8049","ENSG00000160685","ZBTB7B","1",154975127,154990998,15871
"8050","ENSG00000160688","FLAD1","1",154955814,154965587,9773
"8051","ENSG00000160691","SHC1","1",154934774,154946871,12097
"8052","ENSG00000160695","VPS11","11",118938403,118952688,14285
"8053","ENSG00000160703","NLRX1","11",119037277,119054725,17448
"8054","ENSG00000160710","ADAR","1",154554538,154600475,45937
"8055","ENSG00000160712","IL6R","1",154377669,154441926,64257
"8056","ENSG00000160714","UBE2Q1","1",154521053,154531504,10451
"8057","ENSG00000160716","CHRNB2","1",154540257,154552502,12245
"8058","ENSG00000160741","CRTC2","1",153920145,153931101,10956
"8059","ENSG00000160746","ANO10","3",43396351,43733086,336735
"8060","ENSG00000160752","FDPS","1",155278539,155290457,11918
"8061","ENSG00000160753","RUSC1","1",155290687,155300905,10218
"8062","ENSG00000160766","GBAP1","1",155183616,155197214,13598
"8063","ENSG00000160767","FAM189B","1",155216996,155225274,8278
"8064","ENSG00000160781","PAQR6","1",156213206,156217881,4675
"8065","ENSG00000160783","PMF1","1",156182784,156212874,30090
"8066","ENSG00000160785","SLC25A44","1",156163880,156182587,18707
"8067","ENSG00000160789","LMNA","1",156052364,156109880,57516
"8068","ENSG00000160796","NBEAL2","3",47021173,47051193,30020
"8069","ENSG00000160799","CCDC12","3",46963216,47023500,60284
"8070","ENSG00000160803","UBQLN4","1",156005092,156023585,18493
"8071","ENSG00000160813","PPP1R35","7",100032905,100034188,1283
"8072","ENSG00000160818","GPATCH4","1",156564279,156571288,7009
"8073","ENSG00000160828","STAG3L2","7",74112305,74306731,194426
"8074","ENSG00000160877","NACC1","19",13228917,13251955,23038
"8075","ENSG00000160888","IER2","19",13261229,13265722,4493
"8076","ENSG00000160908","ZNF394","7",99084142,99097947,13805
"8077","ENSG00000160917","CPSF4","7",99036545,99054994,18449
"8078","ENSG00000160932","LY6E","8",144099399,144105249,5850
"8079","ENSG00000160948","VPS28","8",145649000,145653931,4931
"8080","ENSG00000160949","TONSL","8",145654165,145669827,15662
"8081","ENSG00000160953","MUM1","19",1285890,1378430,92540
"8082","ENSG00000160957","RECQL4","8",145736667,145743229,6562
"8083","ENSG00000160959","LRRC14","8",145743376,145750557,7181
"8084","ENSG00000160961","ZNF333","19",14800613,14844558,43945
"8085","ENSG00000160963","COL26A1","7",101006101,101202304,196203
"8086","ENSG00000160972","PPP1R16A","8",145703352,145727504,24152
"8087","ENSG00000160991","ORAI2","7",102073553,102097268,23715
"8088","ENSG00000160993","ALKBH4","7",102096685,102105323,8638
"8089","ENSG00000160999","SH2B2","7",101928405,101962178,33773
"8090","ENSG00000161010","C5orf45","5",179261436,179289173,27737
"8091","ENSG00000161011","SQSTM1","5",179233388,179265078,31690
"8092","ENSG00000161013","MGAT4B","5",179224597,179233952,9355
"8093","ENSG00000161016","RPL8","8",146015150,146017972,2822
"8094","ENSG00000161021","MAML1","5",179159851,179223512,63661
"8095","ENSG00000161036","LRWD1","7",102105376,102113615,8239
"8096","ENSG00000161040","FBXL13","7",102453308,102715286,261978
"8097","ENSG00000161048","NAPEPLD","7",102740223,102790007,49784
"8098","ENSG00000161057","PSMC2","7",102984701,103009842,25141
"8099","ENSG00000161082","CELF5","19",3224701,3297074,72373
"8100","ENSG00000161091","MFSD12","19",3538259,3574288,36029
"8101","ENSG00000161149","TUBA3FP","22",21357184,21368581,11397
"8102","ENSG00000161179","YDJC","22",21982378,21984353,1975
"8103","ENSG00000161180","CCDC116","22",21987005,21991616,4611
"8104","ENSG00000161202","DVL3","3",183873176,183891398,18222
"8105","ENSG00000161203","AP2M1","3",183892477,183901879,9402
"8106","ENSG00000161204","ABCF3","3",183903811,183911800,7989
"8107","ENSG00000161217","PCYT1A","3",195941093,196014828,73735
"8108","ENSG00000161265","U2AF1L4","19",36233365,36236346,2981
"8109","ENSG00000161267","BDH1","3",197236654,197300194,63540
"8110","ENSG00000161277","THAP8","19",36525887,36545664,19777
"8111","ENSG00000161298","ZNF382","19",37095719,37119499,23780
"8112","ENSG00000161326","DUSP14","17",35849937,35873603,23666
"8113","ENSG00000161328","LRRC56","11",537527,554916,17389
"8114","ENSG00000161395","PGAP3","17",37827375,37853050,25675
"8115","ENSG00000161513","FDXR","17",72858619,72869156,10537
"8116","ENSG00000161526","SAP30BP","17",73663196,73704142,40946
"8117","ENSG00000161533","ACOX1","17",73937588,73975515,37927
"8118","ENSG00000161542","PRPSAP1","17",74305567,74380602,75035
"8119","ENSG00000161544","CYGB","17",74523438,74547257,23819
"8120","ENSG00000161547","SRSF2","17",74730197,74733456,3259
"8121","ENSG00000161551","ZNF577","19",52359055,52394203,35148
"8122","ENSG00000161558","TMEM143","19",48835613,48867494,31881
"8123","ENSG00000161618","ALDH16A1","19",49956426,49974305,17879
"8124","ENSG00000161638","ITGA5","12",54789045,54813244,24199
"8125","ENSG00000161642","ZNF385A","12",54762917,54785082,22165
"8126","ENSG00000161647","MPP3","17",41878167,41910538,32371
"8127","ENSG00000161654","LSM12","17",42112003,42144987,32984
"8128","ENSG00000161671","EMC10","19",50979657,50986608,6951
"8129","ENSG00000161682","FAM171A2","17",42430583,42441243,10660
"8130","ENSG00000161692","DBF4B","17",42785976,42829632,43656
"8131","ENSG00000161714","PLCD3","17",43186335,43210721,24386
"8132","ENSG00000161791","FMNL3","12",50031724,50101948,70224
"8133","ENSG00000161800","RACGAP1","12",50370706,50426919,56213
"8134","ENSG00000161813","LARP4","12",50786166,50873787,87621
"8135","ENSG00000161835","GRASP","12",52400724,52409673,8949
"8136","ENSG00000161847","RAVER1","19",10426888,10444316,17428
"8137","ENSG00000161860","SYCE2","19",13009600,13030090,20490
"8138","ENSG00000161888","SPC24","19",11242196,11266484,24288
"8139","ENSG00000161904","LEMD2","6",33738979,33756913,17934
"8140","ENSG00000161912","ADCY10P1","6",41068761,41108571,39810
"8141","ENSG00000161914","ZNF653","19",11594242,11616738,22496
"8142","ENSG00000161920","MED11","17",4634723,4636905,2182
"8143","ENSG00000161956","SENP3","17",7465192,7475287,10095
"8144","ENSG00000161960","EIF4A1","17",7476024,7482323,6299
"8145","ENSG00000161970","RPL26","17",8280838,8286531,5693
"8146","ENSG00000161980","POLR3K","16",96407,103628,7221
"8147","ENSG00000161981","SNRNP25","16",103010,107669,4659
"8148","ENSG00000161996","WDR90","16",699311,717833,18522
"8149","ENSG00000161999","JMJD8","16",731671,734529,2858
"8150","ENSG00000162032","SPSB3","16",1826713,1843701,16988
"8151","ENSG00000162062","C16orf59","16",2510081,2514964,4883
"8152","ENSG00000162063","CCNF","16",2479395,2508855,29460
"8153","ENSG00000162065","TBC1D24","16",2525147,2555735,30588
"8154","ENSG00000162066","AMDHD2","16",2570358,2581423,11065
"8155","ENSG00000162073","PAQR4","16",3019246,3023490,4244
"8156","ENSG00000162076","FLYWCH2","16",2933187,2949383,16196
"8157","ENSG00000162086","ZNF75A","16",3355406,3368852,13446
"8158","ENSG00000162104","ADCY9","16",4003388,4166186,162798
"8159","ENSG00000162105","SHANK2","11",70313961,70963623,649662
"8160","ENSG00000162129","CLPB","11",72003469,72145692,142223
"8161","ENSG00000162139","NEU3","11",74699179,74729938,30759
"8162","ENSG00000162144","CYB561A3","11",61116217,61129771,13554
"8163","ENSG00000162148","PPP1R32","11",61248592,61258403,9811
"8164","ENSG00000162174","ASRGL1","11",62104920,62160882,55962
"8165","ENSG00000162188","GNG3","11",62475130,62476673,1543
"8166","ENSG00000162191","UBXN1","11",62443970,62446567,2597
"8167","ENSG00000162194","C11orf48","11",62430287,62439727,9440
"8168","ENSG00000162222","TTC9C","11",62495541,62507765,12224
"8169","ENSG00000162227","TAF6L","11",62538775,62554814,16039
"8170","ENSG00000162231","NXF1","11",62559595,62573774,14179
"8171","ENSG00000162236","STX5","11",62574369,62599560,25191
"8172","ENSG00000162244","RPL29","3",52027616,52029958,2342
"8173","ENSG00000162290","DCP1A","3",53317447,53381654,64207
"8174","ENSG00000162298","SYVN1","11",64889252,64902004,12752
"8175","ENSG00000162300","ZFPL1","11",64851695,64855870,4175
"8176","ENSG00000162302","RPS6KA4","11",64126620,64139687,13067
"8177","ENSG00000162337","LRP5","11",68080077,68216743,136666
"8178","ENSG00000162341","TPCN2","11",68816365,68858072,41707
"8179","ENSG00000162344","FGF19","11",69513000,69519410,6410
"8180","ENSG00000162368","CMPK1","1",47799469,47844511,45042
"8181","ENSG00000162373","BEND5","1",49193195,49242641,49446
"8182","ENSG00000162374","ELAVL4","1",50513686,50669458,155772
"8183","ENSG00000162377","COA7","1",53152508,53164038,11530
"8184","ENSG00000162378","ZYG11B","1",53192126,53293014,100888
"8185","ENSG00000162384","C1orf123","1",53679771,53686289,6518
"8186","ENSG00000162385","MAGOH","1",53692564,53704282,11718
"8187","ENSG00000162390","ACOT11","1",55007930,55104865,96935
"8188","ENSG00000162396","PARS2","1",55222571,55230187,7616
"8189","ENSG00000162402","USP24","1",55532032,55680786,148754
"8190","ENSG00000162407","PPAP2B","1",56960419,57110974,150555
"8191","ENSG00000162408","NOL9","1",6581407,6614595,33188
"8192","ENSG00000162409","PRKAA2","1",57110995,57181008,70013
"8193","ENSG00000162413","KLHL21","1",6650784,6674667,23883
"8194","ENSG00000162415","ZSWIM5","1",45482071,45771881,289810
"8195","ENSG00000162419","GMEB1","1",28995244,29045865,50621
"8196","ENSG00000162426","SLC45A1","1",8377886,8404227,26341
"8197","ENSG00000162430","SEPN1","1",26126667,26144713,18046
"8198","ENSG00000162433","AK4","1",65613232,65697828,84596
"8199","ENSG00000162434","JAK1","1",65298912,65432187,133275
"8200","ENSG00000162437","RAVER2","1",65210778,65298915,88137
"8201","ENSG00000162441","LZIC","1",9982173,10003465,21292
"8202","ENSG00000162458","FBLIM1","1",16083102,16113089,29987
"8203","ENSG00000162461","SLC25A34","1",16062900,16067891,4991
"8204","ENSG00000162482","AKR7A3","1",19609052,19615744,6692
"8205","ENSG00000162490","DRAXIN","1",11751786,11785914,34128
"8206","ENSG00000162493","PDPN","1",13909960,13944452,34492
"8207","ENSG00000162496","DHRS3","1",12627939,12677737,49798
"8208","ENSG00000162512","SDC3","1",31342314,31381608,39294
"8209","ENSG00000162517","PEF1","1",32095463,32110497,15034
"8210","ENSG00000162520","SYNC","1",33145507,33169197,23690
"8211","ENSG00000162521","RBBP4","1",33116743,33151812,35069
"8212","ENSG00000162522","KIAA1522","1",33207486,33240571,33085
"8213","ENSG00000162526","TSSK3","1",32817122,32829913,12791
"8214","ENSG00000162543","UBXN10","1",20512578,20522541,9963
"8215","ENSG00000162545","CAMK2N1","1",20808884,20812713,3829
"8216","ENSG00000162551","ALPL","1",21835858,21904905,69047
"8217","ENSG00000162552","WNT4","1",22443798,22470462,26664
"8218","ENSG00000162572","SCNN1D","1",1215816,1227409,11593
"8219","ENSG00000162576","MXRA8","1",1288069,1297157,9088
"8220","ENSG00000162585","C1orf86","1",2115903,2144159,28256
"8221","ENSG00000162591","MEGF6","1",3406484,3528059,121575
"8222","ENSG00000162595","DIRAS3","1",68511645,68517314,5669
"8223","ENSG00000162599","NFIA","1",61330931,61928465,597534
"8224","ENSG00000162600","OMA1","1",58881056,59012474,131418
"8225","ENSG00000162601","MYSM1","1",59120411,59165764,45353
"8226","ENSG00000162604","TM2D1","1",62146718,62191095,44377
"8227","ENSG00000162607","USP1","1",62901968,62917475,15507
"8228","ENSG00000162613","FUBP1","1",78409740,78444794,35054
"8229","ENSG00000162614","NEXN","1",78354198,78409580,55382
"8230","ENSG00000162616","DNAJB4","1",78444859,78483648,38789
"8231","ENSG00000162618","ELTD1","1",79355449,79472403,116954
"8232","ENSG00000162620","LRRIQ3","1",74491699,74663871,172172
"8233","ENSG00000162623","TYW3","1",75198836,75232362,33526
"8234","ENSG00000162627","SNX7","1",99127236,99226056,98820
"8235","ENSG00000162630","B3GALT2","1",193148175,193155784,7609
"8236","ENSG00000162631","NTNG1","1",107682629,108026080,343451
"8237","ENSG00000162636","FAM102B","1",109102711,109187522,84811
"8238","ENSG00000162639","HENMT1","1",109190912,109204148,13236
"8239","ENSG00000162641","AKNAD1","1",109358520,109506106,147586
"8240","ENSG00000162642","C1orf52","1",85715639,85725355,9716
"8241","ENSG00000162643","WDR63","1",85464830,85598821,133991
"8242","ENSG00000162650","ATXN7L2","1",110026101,110035426,9325
"8243","ENSG00000162664","ZNF326","1",90460671,90501090,40419
