;ensembl_gene_id;hgnc_symbol;chromosome_name;start_position;end_position;gene_length;DEG
10822;ENSG00000125895;TMEM74B;20;1161205;1166059;4854;1
10823;ENSG00000125898;FAM110A;20;814358;838106;23748;0
10824;ENSG00000125901;MRPS26;20;3026591;3028900;2309;0
10825;ENSG00000125965;GDF5;20;34021145;34042568;21423;0
10826;ENSG00000125966;MMP24;20;33814457;33864801;50344;0
10827;ENSG00000125967;NECAB3;20;32244893;32262269;17376;0
10828;ENSG00000125968;ID1;20;30193086;30194318;1232;0
10829;ENSG00000125970;RALY;20;32581452;32696114;114662;0
10830;ENSG00000125971;DYNLRB1;20;33104214;33128762;24548;0
10831;ENSG00000125977;EIF2S2;20;32676104;32700138;24034;0
10832;ENSG00000125991;ERGIC3;20;34129770;34145405;15635;0
10833;ENSG00000125995;ROMO1;20;34287194;34288906;1712;0
10834;ENSG00000126001;CEP250;20;34042985;34099804;56819;0
10835;ENSG00000126003;PLAGL2;20;30780306;30795594;15288;0
10836;ENSG00000126005;MMP24-AS1;20;33804265;33865934;61669;0
10837;ENSG00000126062;TMEM115;3;50392180;50397041;4861;0
10838;ENSG00000127241;MASP1;3;186935942;187009810;73868;0
10839;ENSG00000127249;ATP13A4;3;193119866;193310900;191034;0
10840;ENSG00000127252;HRASLS;3;192958914;192995527;36613;0
10841;ENSG00000127415;IDUA;4;980785;998316;17531;0
10842;ENSG00000127418;FGFRL1;4;1003724;1020685;16961;0
10843;ENSG00000127419;TMEM175;4;926175;952444;26269;0
10844;ENSG00000127837;AAMP;2;219128850;219134980;6130;0
10845;ENSG00000127838;PNKD;2;219135115;219211516;76401;0
10846;ENSG00000127903;ZNF835;19;57174020;57183151;9131;0
10847;ENSG00000128039;SRD5A3;4;56212276;56239263;26987;0
10848;ENSG00000128045;RASL11B;4;53728457;53733000;4543;1
10849;ENSG00000128050;PAICS;4;57301907;57327534;25627;0
10850;ENSG00000128052;KDR;4;55944644;55991756;47112;0
10851;ENSG00000128059;PPAT;4;57259528;57301781;42253;0
10852;ENSG00000128159;TUBGCP6;22;50656118;50683421;27303;0
10853;ENSG00000128165;ADM2;22;50919985;50924869;4884;0
10854;ENSG00000128185;DGCR6L;22;20301799;20307603;5804;0
10855;ENSG00000128191;DGCR8;22;20067755;20099400;31645;0
10856;ENSG00000128203;ASPHD2;22;26825239;26840981;15742;0
10857;ENSG00000128228;SDF2L1;22;21996550;21998587;2037;0
10858;ENSG00000128245;YWHAH;22;32340447;32353590;13143;0
10859;ENSG00000128250;RFPL1;22;29834572;29838444;3872;0
10860;ENSG00000128253;RFPL2;22;32586422;32600718;14296;0
10861;ENSG00000128254;C22orf24;22;32329507;32341504;11997;0
10862;ENSG00000128266;GNAZ;22;23412540;23467224;54684;0
10863;ENSG00000128268;MGAT3;22;39853349;39888199;34850;0
10864;ENSG00000128271;ADORA2A;22;24813847;24838328;24481;0
10865;ENSG00000128272;ATF4;22;39915700;39918691;2991;0
10866;ENSG00000128276;RFPL3;22;32750872;32757148;6276;0
10867;ENSG00000128283;CDC42EP1;22;37956454;37965412;8958;0
10868;ENSG00000128285;MCHR1;22;41074754;41078818;4064;0
10869;ENSG00000128294;TPST2;22;26921458;26992681;71223;0
10870;ENSG00000128298;BAIAP2L2;22;38480896;38506677;25781;0
10871;ENSG00000128309;MPST;22;37415676;37425863;10187;0
10872;ENSG00000128311;TST;22;37406900;37415681;8781;0
10873;ENSG00000128335;APOL2;22;36622256;36636000;13744;0
10874;ENSG00000128342;LIF;22;30636436;30642840;6404;0
10875;ENSG00000128346;C22orf23;22;38339528;38349676;10148;0
10876;ENSG00000128394;APOBEC3F;22;39436609;39449915;13306;0
10877;ENSG00000128408;RIBC2;22;45809572;45828376;18804;1
10878;ENSG00000128641;MYO1B;2;192109911;192290115;180204;0
10879;ENSG00000128654;MTX2;2;177134123;177202753;68630;0
10880;ENSG00000128655;PDE11A;2;178487980;178973066;485086;0
10881;ENSG00000128656;CHN1;2;175664091;175870097;206006;0
10882;ENSG00000128683;GAD1;2;171669723;171717661;47938;1
10883;ENSG00000128692;EIF2S2P4;2;171608221;171609562;1341;0
10884;ENSG00000128694;OSGEPL1;2;190611386;190627953;16567;0
10885;ENSG00000128699;ORMDL1;2;190635049;190649097;14048;0
10886;ENSG00000128708;HAT1;2;172778958;172848599;69641;0
10887;ENSG00000129055;ANAPC13;3;134196548;134205558;9010;0
10888;ENSG00000129071;MBD4;3;129149787;129158878;9091;0
10889;ENSG00000129116;PALLD;4;169418217;169849608;431391;1
10890;ENSG00000129128;SPCS3;4;177241115;177253396;12281;0
10891;ENSG00000129187;DCTD;4;183811213;183839089;27876;0
10892;ENSG00000129810;SGOL1;3;20202085;20227784;25699;1
10893;ENSG00000129990;SYT5;19;55682567;55691809;9242;0
10894;ENSG00000129991;TNNI3;19;55663137;55669141;6004;0
10895;ENSG00000130147;SH3BP4;2;235860617;235964358;103741;0
10896;ENSG00000130294;KIF1A;2;241653181;241759725;106544;0
10897;ENSG00000130414;NDUFA10;2;240831867;240964819;132952;0
10898;ENSG00000130449;ZSWIM6;5;60628100;60841997;213897;0
10899;ENSG00000130489;SCO2;22;50961997;50964868;2871;0
10900;ENSG00000130508;PXDN;2;1635659;1748624;112965;0
10901;ENSG00000130540;SULT4A1;22;44220389;44258398;38009;0
10902;ENSG00000130584;ZBTB46;20;62375019;62462597;87578;0
10903;ENSG00000130589;HELZ2;20;62189439;62205592;16153;0
10904;ENSG00000130590;SAMD10;20;62605466;62611361;5895;0
10905;ENSG00000130638;ATXN10;22;46067678;46241187;173509;0
10906;ENSG00000130684;ZNF337;20;25654851;25677477;22626;0
10907;ENSG00000130699;TAF4;20;60528525;60640866;112341;0
10908;ENSG00000130702;LAMA5;20;60883011;60942368;59357;0
10909;ENSG00000130703;OSBPL2;20;60813580;60871268;57688;0
10910;ENSG00000130706;ADRM1;20;60877149;60883918;6769;0
10911;ENSG00000130724;CHMP2A;19;59062933;59066491;3558;0
10912;ENSG00000130725;UBE2M;19;59067079;59070327;3248;0
10913;ENSG00000130726;TRIM28;19;59055458;59062089;6631;0
10914;ENSG00000130997;POLN;4;2073645;2243848;170203;1
10915;ENSG00000131037;EPS8L1;19;55583388;55599291;15903;0
10916;ENSG00000131043;AAR2;20;34824381;34858840;34459;0
10917;ENSG00000131044;TTLL9;20;30458505;30532764;74259;0
10918;ENSG00000131051;RBM39;20;34291531;34330234;38703;0
10919;ENSG00000131061;ZNF341;20;32319463;32380075;60612;0
10920;ENSG00000131067;GGT7;20;33432523;33460663;28140;0
10921;ENSG00000131069;ACSS2;20;33459949;33515769;55820;0
10922;ENSG00000131100;ATP6V1E1;22;18074902;18111584;36682;0
10923;ENSG00000131127;ZNF141;4;331603;378653;47050;0
10924;ENSG00000131368;MRPS25;3;15083967;15106842;22875;1
10925;ENSG00000131370;SH3BP5;3;15296360;15382875;86515;0
10926;ENSG00000131373;HACL1;3;15602211;15643338;41127;0
10927;ENSG00000131374;TBC1D5;3;17198654;18486309;1287655;0
10928;ENSG00000131375;CAPN7;3;15247659;15294425;46766;0
10929;ENSG00000131378;RFTN1;3;16355081;16555533;200452;0
10930;ENSG00000131379;C3orf20;3;14716606;14814541;97935;0
10931;ENSG00000131381;ZFYVE20;3;15111580;15140670;29090;0
10932;ENSG00000131386;GALNT15;3;16216156;16273499;57343;1
10933;ENSG00000131389;SLC6A6;3;14444076;14530857;86781;0
10934;ENSG00000131711;MAP1B;5;71403061;71505395;102334;0
10935;ENSG00000131844;MCCC2;5;70883115;70954531;71416;0
10936;ENSG00000131845;ZNF304;19;57862675;57871266;8591;0
10937;ENSG00000131848;ZSCAN5A;19;56732681;56879752;147071;0
10938;ENSG00000131849;ZNF132;19;58944181;58951589;7408;0
10939;ENSG00000132031;MATN3;2;20191872;20212455;20583;0
10940;ENSG00000132153;DHX30;3;47844399;47891685;47286;0
10941;ENSG00000132155;RAF1;3;12625100;12705725;80625;0
10942;ENSG00000132164;SLC6A11;3;10857885;10982419;124534;0
10943;ENSG00000132182;NUP210;3;13357737;13461809;104072;0
10944;ENSG00000132300;PTCD3;2;86333305;86369280;35975;0
10945;ENSG00000132305;IMMT;2;86371055;86422893;51838;0
10946;ENSG00000132313;MRPL35;2;86426478;86440917;14439;0
10947;ENSG00000132321;IQCA1;2;237232794;237416185;183391;0
10948;ENSG00000132323;ILKAP;2;239079042;239112370;33328;0
10949;ENSG00000132326;PER2;2;239152679;239198743;46064;0
10950;ENSG00000132329;RAMP1;2;238767536;238820756;53220;0
10951;ENSG00000132330;SCLY;2;238969530;239008054;38524;0
10952;ENSG00000132356;PRKAA1;5;40759481;40798476;38995;0
10953;ENSG00000132357;CARD6;5;40841286;40860275;18989;0
10954;ENSG00000132394;EEFSEC;3;127872297;128127485;255188;0
10955;ENSG00000132405;TBC1D14;4;6910969;7034845;123876;0
10956;ENSG00000132406;TMEM128;4;4237269;4249950;12681;0
10957;ENSG00000132463;GRSF1;4;71681499;71705662;24163;0
10958;ENSG00000132464;ENAM;4;71494461;71552533;58072;0
10959;ENSG00000132466;ANKRD17;4;73939093;74124515;185422;0
10960;ENSG00000132467;UTP3;4;71554196;71556267;2071;0
10961;ENSG00000132623;ANKEF1;20;9966774;10037410;70636;0
10962;ENSG00000132635;PCED1A;20;2815960;2821836;5876;0
10963;ENSG00000132639;SNAP25;20;10199478;10288066;88588;0
10964;ENSG00000132640;BTBD3;20;11871371;11907257;35886;0
10965;ENSG00000132646;PCNA;20;5095599;5107272;11673;0
10966;ENSG00000132661;NXT1;20;23331373;23335414;4041;0
10967;ENSG00000132664;POLR3F;20;18447771;18465287;17516;0
10968;ENSG00000132669;RIN2;20;19867165;19983101;115936;0
10969;ENSG00000132670;PTPRA;20;2844830;3019722;174892;0
10970;ENSG00000132792;CTNNBL1;20;36322408;36500531;178123;0
10971;ENSG00000132801;ZSWIM3;20;44486256;44507761;21505;0
10972;ENSG00000132819;RBM38;20;55966463;55984389;17926;0
10973;ENSG00000132821;VSTM2L;20;36531499;36573752;42253;0
10974;ENSG00000132823;OSER1;20;42825136;42839431;14295;0
10975;ENSG00000132824;SERINC3;20;43124862;43150750;25888;0
10976;ENSG00000132825;PPP1R3D;20;58511894;58515352;3458;0
10977;ENSG00000132832;;20;43285092;43324737;39645;0
10978;ENSG00000132967;HMGB1P5;3;22423310;22424420;1110;0
10979;ENSG00000133247;SUV420H2;19;55851221;55859488;8267;0
10980;ENSG00000133256;PDE6B;4;619373;664571;45198;1
10981;ENSG00000133265;HSPBP1;19;55773599;55791749;18150;0
10982;ENSG00000133398;MED10;5;6371994;6378707;6713;0
10983;ENSG00000133401;PDZD2;5;31639517;32111037;471520;0
10984;ENSG00000133422;MORC2;22;31321117;31364284;43167;0
10985;ENSG00000133424;LARGE;22;33558212;34318829;760617;0
10986;ENSG00000133454;MYO18B;22;26138111;26427007;288896;0
10987;ENSG00000133460;SLC2A11;22;24198890;24228496;29606;0
10988;ENSG00000133466;C1QTNF6;22;37576207;37595425;19218;0
10989;ENSG00000133519;ZDHHC8P1;22;23732793;23744913;12120;0
10990;ENSG00000133657;ATP13A3;3;194123401;194219093;95692;0
10991;ENSG00000134056;MRPS36;5;68513587;68525956;12369;0
10992;ENSG00000134057;CCNB1;5;68462837;68474072;11235;0
10993;ENSG00000134058;CDK7;5;68530668;68573250;42582;0
10994;ENSG00000134070;IRAK2;3;10206549;10285427;78878;0
10995;ENSG00000134072;CAMK1;3;9799026;9811676;12650;0
10996;ENSG00000134077;THUMPD3;3;9404526;9428475;23949;0
10997;ENSG00000134086;VHL;3;10182692;10193904;11212;0
10998;ENSG00000134107;BHLHE40;3;5020801;5027008;6207;0
10999;ENSG00000134108;ARL8B;3;5163905;5222596;58691;0
11000;ENSG00000134109;EDEM1;3;5229331;5261642;32311;0
11001;ENSG00000134121;CHL1;3;238279;451090;212811;1
11002;ENSG00000134308;YWHAQ;2;9724101;9771143;47042;0
11003;ENSG00000134313;KIDINS220;2;8865408;8977760;112352;0
11004;ENSG00000134317;GRHL1;2;10085341;10142411;57070;0
11005;ENSG00000134318;ROCK2;2;11319887;11488456;168569;0
11006;ENSG00000134323;MYCN;2;16080686;16087129;6443;0
11007;ENSG00000134324;LPIN1;2;11817721;11967535;149814;0
11008;ENSG00000134326;CMPK2;2;6980701;7006766;26065;0
11009;ENSG00000134330;IAH1;2;9613787;9636672;22885;0
11010;ENSG00000134352;IL6ST;5;55230923;55290821;59898;0
11011;ENSG00000134363;FST;5;52776239;52782964;6725;0
11012;ENSG00000134851;TMEM165;4;56262124;56319564;57440;0
11013;ENSG00000134852;CLOCK;4;56294070;56413305;119235;0
11014;ENSG00000134853;PDGFRA;4;55095264;55164414;69150;1
11015;ENSG00000135605;TEC;4;48137800;48271881;134081;0
11016;ENSG00000135617;PRADC1;2;73455134;73460366;5232;0
11017;ENSG00000135622;SEMA4F;2;74881355;74909186;27831;0
11018;ENSG00000135624;CCT7;2;73460548;73480149;19601;0
11019;ENSG00000135631;RAB11FIP5;2;73300510;73383849;83339;0
11020;ENSG00000135632;SMYD5;2;73441350;73454365;13015;0
11021;ENSG00000135636;DYSF;2;71680852;71913898;233046;0
11022;ENSG00000135637;CCDC142;2;74699113;74710535;11422;0
11023;ENSG00000135899;SP110;2;231032009;231090444;58435;0
11024;ENSG00000135900;MRPL44;2;224822121;224832431;10310;0
11025;ENSG00000135903;PAX3;2;223064607;223163715;99108;0
11026;ENSG00000135905;DOCK10;2;225629807;225907162;277355;0
11027;ENSG00000135912;TTLL4;2;219575568;219620139;44571;0
11028;ENSG00000135913;USP37;2;219314974;219433084;118110;0
11029;ENSG00000135916;ITM2C;2;231729354;231743963;14609;0
11030;ENSG00000135917;SLC19A3;2;228549926;228582728;32802;0
11031;ENSG00000135919;SERPINE2;2;224839829;224904036;64207;0
11032;ENSG00000135924;DNAJB2;2;220143989;220151622;7633;0
11033;ENSG00000135926;TMBIM1;2;219138915;219157309;18394;1
11034;ENSG00000135929;CYP27A1;2;219646472;219680016;33544;0
11035;ENSG00000135930;EIF4E2;2;233414762;233448354;33592;0
11036;ENSG00000135931;ARMC9;2;232063260;232239548;176288;0
11037;ENSG00000135932;CAB39;2;231577560;231685790;108230;0
11038;ENSG00000135940;COX5B;2;98262503;98264846;2343;0
11039;ENSG00000135945;REV1;2;100016938;100106497;89559;0
11040;ENSG00000135951;TSGA10;2;99613724;99771427;157703;0
11041;ENSG00000135953;MFSD9;2;103332299;103353347;21048;0
11042;ENSG00000135956;TMEM127;2;96914254;96931732;17478;0
11043;ENSG00000135966;TGFBRAP1;2;105880871;105946491;65620;0
11044;ENSG00000135968;GCC2;2;109065017;109125871;60854;0
11045;ENSG00000135972;MRPS9;2;105654441;105716418;61977;0
11046;ENSG00000135973;GPR45;2;105858200;105859924;1724;1
11047;ENSG00000135974;C2orf49;2;105953816;105965668;11852;0
11048;ENSG00000135976;ANKRD36;2;97779233;97930258;151025;0
11049;ENSG00000135999;EPC2;2;149402009;149545130;143121;0
11050;ENSG00000136002;ARHGEF4;2;131594489;131804836;210347;0
11051;ENSG00000136059;VILL;3;38029550;38048679;19129;0
11052;ENSG00000136068;FLNB;3;57994127;58157982;163855;0
11053;ENSG00000136518;ACTL6A;3;179280668;179306196;25528;0
11054;ENSG00000136521;NDUFB5;3;179322478;179345435;22957;0
11055;ENSG00000136522;MRPL47;3;179306073;179322442;16369;0
11056;ENSG00000136527;TRA2B;3;185633694;185655924;22230;0
11057;ENSG00000136531;SCN2A;2;166095912;166248818;152906;0
11058;ENSG00000136535;TBR1;2;162272605;162282381;9776;0
11059;ENSG00000136536;07-Mar;2;160569000;160627538;58538;0
11060;ENSG00000136546;SCN7A;2;167260083;167350757;90674;0
11061;ENSG00000136560;TANK;2;161993419;162092732;99313;0
11062;ENSG00000136603;SKIL;3;170075466;170114623;39157;0
11063;ENSG00000136682;CBWD2;2;114195268;114253766;58498;0
11064;ENSG00000136699;SMPD4;2;130908981;130940323;31342;0
11065;ENSG00000136709;WDR33;2;128458596;128568761;110165;0
11066;ENSG00000136710;CCDC115;2;131095814;131099922;4108;0
11067;ENSG00000136715;SAP130;2;128698791;128785694;86903;0
11068;ENSG00000136717;BIN1;2;127805603;127864931;59328;0
11069;ENSG00000136718;IMP4;2;131099798;131105383;5585;0
11070;ENSG00000136720;HS6ST1;2;128994290;129076151;81861;0
11071;ENSG00000136731;UGGT1;2;128848774;128953251;104477;0
11072;ENSG00000136732;GYPC;2;127413509;127454246;40737;1
11073;ENSG00000137449;CPEB2;4;15004298;15071777;67479;0
11074;ENSG00000137460;FHDC1;4;153857504;153900848;43344;0
11075;ENSG00000137463;MGARP;4;140187317;140201492;14175;0
11076;ENSG00000137473;TTC29;4;147627790;147867034;239244;0
11077;ENSG00000137601;NEK1;4;170314426;170533780;219354;0
11078;ENSG00000137628;DDX60;4;169137444;169239958;102514;0
11079;ENSG00000138002;IFT172;2;27667238;27712656;45418;0
11080;ENSG00000138018;EPT1;2;26531415;26618759;87344;0
11081;ENSG00000138028;CGREF1;2;27321757;27341995;20238;0
11082;ENSG00000138029;HADHB;2;26466038;26513336;47298;0
11083;ENSG00000138030;KHK;2;27309615;27323640;14025;0
11084;ENSG00000138031;ADCY3;2;25042038;25142708;100670;0
11085;ENSG00000138032;PPM1B;2;44395108;44471523;76415;0
11086;ENSG00000138035;PNPT1;2;55861400;55921045;59645;0
11087;ENSG00000138036;DYNC2LI1;2;44001178;44037149;35971;0
11088;ENSG00000138041;SMEK2;2;55774428;55846015;71587;0
11089;ENSG00000138050;THUMPD2;2;39963200;40006407;43207;0
11090;ENSG00000138061;CYP1B1;2;38294116;38337044;42928;0
11091;ENSG00000138069;RAB1A;2;65297835;65357240;59405;0
11092;ENSG00000138071;ACTR2;2;65454887;65498387;43500;0
11093;ENSG00000138073;PREB;2;27353624;27357543;3919;0
11094;ENSG00000138074;SLC5A6;2;27422455;27435826;13371;0
11095;ENSG00000138078;PREPL;2;44543420;44589001;45581;0
11096;ENSG00000138079;SLC3A1;2;44502599;44548633;46034;0
11097;ENSG00000138080;EMILIN1;2;27301435;27309271;7836;0
11098;ENSG00000138081;FBXO11;2;48016455;48132932;116477;0
11099;ENSG00000138083;SIX3;2;45168902;45173216;4314;0
11100;ENSG00000138085;ATRAID;2;27434895;27440046;5151;0
11101;ENSG00000138092;CENPO;2;25016005;25045245;29240;0
11102;ENSG00000138095;LRPPRC;2;44113647;44223144;109497;0
11103;ENSG00000138101;DTNB;2;25600067;25896503;296436;0
11104;ENSG00000138231;DBR1;3;137879854;137893791;13937;0
11105;ENSG00000138246;DNAJC13;3;132136370;132257876;121506;0
11106;ENSG00000138356;AOX1;2;201450591;201541787;91196;0
11107;ENSG00000138363;ATIC;2;216176540;216214487;37947;0
11108;ENSG00000138375;SMARCAL1;2;217277137;217347776;70639;0
11109;ENSG00000138376;BARD1;2;215590370;215674428;84058;0
11110;ENSG00000138378;STAT4;2;191894302;192016322;122020;0
11111;ENSG00000138379;MSTN;2;190920423;190927455;7032;0
11112;ENSG00000138380;CARF;2;203776937;203851786;74849;0
11113;ENSG00000138381;ASNSD1;2;190526111;190535557;9446;0
11114;ENSG00000138382;METTL5;2;170666591;170681441;14850;0
11115;ENSG00000138385;SSB;2;170648443;170668574;20131;0
11116;ENSG00000138386;NAB1;2;191511472;191557492;46020;0
11117;ENSG00000138395;CDK15;2;202655184;202760273;105089;0
11118;ENSG00000138398;PPIG;2;170440850;170497916;57066;0
11119;ENSG00000138399;FASTKD1;2;170386259;170430385;44126;0
11120;ENSG00000138400;MDH1B;2;207602487;207630271;27784;0
11121;ENSG00000138411;HECW2;2;197059094;197458416;399322;0
11122;ENSG00000138413;IDH1;2;209100951;209130798;29847;0
11123;ENSG00000138430;OLA1;2;174937175;175113426;176251;0
11124;ENSG00000138433;CIR1;2;175212750;175260443;47693;0
11125;ENSG00000138434;SSFA2;2;182756560;182795465;38905;0
11126;ENSG00000138435;CHRNA1;2;175612320;175629200;16880;0
11127;ENSG00000138439;FAM117B;2;203499901;203634480;134579;0
11128;ENSG00000138442;WDR12;2;203739505;203879521;140016;0
11129;ENSG00000138443;ABI2;2;204192942;204312446;119504;0
11130;ENSG00000138448;ITGAV;2;187454792;187545628;90836;0
11131;ENSG00000138449;SLC40A1;2;190425305;190448484;23179;1
11132;ENSG00000138459;SLC35A5;3;112280556;112304424;23868;0
11133;ENSG00000138463;DIRC2;3;122513642;122599986;86344;0
11134;ENSG00000138468;SENP7;3;101043049;101232085;189036;0
11135;ENSG00000138495;COX17;3;119373360;119396301;22941;0
11136;ENSG00000138496;PARP9;3;122246771;122283424;36653;0
11137;ENSG00000138639;ARHGAP24;4;86396267;86923823;527556;0
11138;ENSG00000138640;FAM13A;4;89647106;90032549;385443;0
11139;ENSG00000138641;HERC3;4;89442199;89629693;187494;0
11140;ENSG00000138642;HERC6;4;89299891;89364263;64372;0
11141;ENSG00000138646;HERC5;4;89378268;89427314;49046;0
11142;ENSG00000138650;PCDH10;4;134070470;134129356;58886;0
11143;ENSG00000138653;NDST4;4;115748919;116035032;286113;0
11144;ENSG00000138658;C4orf21;4;113460492;113558151;97659;0
11145;ENSG00000138660;AP1AR;4;113152893;113191203;38310;0
11146;ENSG00000138663;COPS4;4;83955600;83996971;41371;0
11147;ENSG00000138668;HNRNPD;4;83273651;83295656;22005;0
11148;ENSG00000138669;PRKG2;4;82009837;82136218;126381;0
11149;ENSG00000138670;RASGEF1B;4;82347547;82965397;617850;1
11150;ENSG00000138674;SEC31A;4;83739814;83822319;82505;0
11151;ENSG00000138675;FGF5;4;81187753;81257834;70081;0
11152;ENSG00000138678;AGPAT9;4;84457067;84527028;69961;0
11153;ENSG00000138685;FGF2;4;123747863;123819391;71528;0
11154;ENSG00000138686;BBS7;4;122745595;122791652;46057;0
11155;ENSG00000138688;KIAA1109;4;123073488;123283913;210425;0
11156;ENSG00000138696;BMPR1B;4;95679119;96079599;400480;0
11157;ENSG00000138698;RAP1GDS1;4;99182535;99365012;182477;0
11158;ENSG00000138709;LARP1B;4;128982423;129144086;161663;0
11159;ENSG00000138722;MMRN1;4;90800683;90875780;75097;0
11160;ENSG00000138735;PDE5A;4;120415550;120550146;134596;0
11161;ENSG00000138738;PRDM5;4;121606074;121844025;237951;0
11162;ENSG00000138741;TRPC3;4;122800182;122872909;72727;1
11163;ENSG00000138744;NAAA;4;76831809;76862204;30395;0
11164;ENSG00000138750;NUP54;4;77035812;77069668;33856;0
11165;ENSG00000138756;BMP2K;4;79697496;79837526;140030;0
11166;ENSG00000138757;G3BP2;4;76567966;76649709;81743;0
11167;ENSG00000138758;11-Sep;4;77870856;77961537;90681;0
11168;ENSG00000138759;FRAS1;4;78978724;79465423;486699;0
11169;ENSG00000138760;SCARB2;4;77079890;77135046;55156;0
11170;ENSG00000138764;CCNG2;4;78078304;78354542;276238;0
11171;ENSG00000138767;CNOT6L;4;78634541;78740769;106228;0
11172;ENSG00000138768;USO1;4;76649777;76735382;85605;0
11173;ENSG00000138769;CDKL2;4;76503215;76555900;52685;0
11174;ENSG00000138771;SHROOM3;4;77356253;77704406;348153;0
11175;ENSG00000138772;ANXA3;4;79472673;79531597;58924;1
11176;ENSG00000138777;PPA2;4;106290234;106395238;105004;0
11177;ENSG00000138778;CENPE;4;104026963;104119566;92603;0
11178;ENSG00000138780;GSTCD;4;106629935;106768885;138950;0
11179;ENSG00000138785;INTS12;4;106603784;106817143;213359;0
11180;ENSG00000138794;CASP6;4;110609785;110624739;14954;0
11181;ENSG00000138795;LEF1;4;108968701;109090112;121411;1
11182;ENSG00000138796;HADH;4;108910870;108956331;45461;0
11183;ENSG00000138798;EGF;4;110834040;110933422;99382;0
11184;ENSG00000138801;PAPSS1;4;108511433;108641608;130175;0
11185;ENSG00000138802;SEC24B;4;110354928;110462052;107124;0
11186;ENSG00000138814;PPP3CA;4;101944566;102269435;324869;0
11187;ENSG00000138821;SLC39A8;4;103172198;103352415;180217;0
11188;ENSG00000138823;MTTP;4;100484918;100545156;60238;0
11189;ENSG00000138867;GUCD1;22;24936406;24951903;15497;0
11190;ENSG00000138942;RNF185;22;31556168;31603005;46837;0
11191;ENSG00000138944;KIAA1644;22;44639547;44708731;69184;1
11192;ENSG00000138964;PARVG;22;44568836;44615413;46577;0
11193;ENSG00000141956;PRDM15;21;43218385;43299591;81206;0
11194;ENSG00000141959;PFKL;21;45719934;45747259;27325;0
11195;ENSG00000142149;HUNK;21;33245628;33416946;171318;0
11196;ENSG00000142156;COL6A1;21;47401651;47424964;23313;0
11197;ENSG00000142166;IFNAR1;21;34696734;34732168;35434;0
11198;ENSG00000142168;SOD1;21;33031935;33041244;9309;0
11199;ENSG00000142173;COL6A2;21;47518011;47552763;34752;0
11200;ENSG00000142178;SIK1;21;44834395;44847008;12613;1
11201;ENSG00000142188;TMEM50B;21;34804792;34852318;47526;0
11202;ENSG00000142192;APP;21;27252861;27543446;290585;0
11203;ENSG00000142197;DOPEY2;21;37529080;37666572;137492;0
11204;ENSG00000142207;URB1;21;33683329;33765335;82006;0
11205;ENSG00000142327;RNPEPL1;2;241505221;241520789;15568;0
11206;ENSG00000142330;CAPN10;2;241526133;241557122;30989;0
11207;ENSG00000142396;ERVK3-1;19;58816715;58827023;10308;0
11208;ENSG00000142408;CACNG8;19;54466294;54493469;27175;0
11209;ENSG00000142409;ZNF787;19;56598732;56632649;33917;0
11210;ENSG00000142731;PLK4;4;128802016;128820350;18334;0
11211;ENSG00000143429;;2;91805186;91847998;42812;0
11212;ENSG00000143727;ACP1;2;264140;278283;14143;0
11213;ENSG00000143797;MBOAT2;2;8992820;9143942;151122;0
11214;ENSG00000143867;OSR1;2;19551246;19558414;7168;0
11215;ENSG00000143870;PDIA6;2;10923517;10978103;54586;0
11216;ENSG00000143878;RHOB;2;20646835;20649200;2365;0
11217;ENSG00000143882;ATP6V1C2;2;10861775;10925236;63461;0
11218;ENSG00000143889;HNRNPLL;2;38789120;38830728;41608;0
11219;ENSG00000143891;GALM;2;38893052;38968379;75327;0
11220;ENSG00000143919;CAMKMT;2;44589089;44999731;410642;0
11221;ENSG00000143924;EML4;2;42396490;42559688;163198;0
11222;ENSG00000143933;CALM2;2;47387221;47403740;16519;0
11223;ENSG00000143942;CHAC2;2;53994929;54002333;7404;0
11224;ENSG00000143947;RPS27A;2;55459039;55462989;3950;0
11225;ENSG00000143951;WDPCP;2;63348518;64054977;706459;0
11226;ENSG00000143952;VPS54;2;64119280;64246206;126926;0
11227;ENSG00000143970;ASXL2;2;25956622;26101385;144763;0
11228;ENSG00000143971;ETAA1;2;67624451;67637677;13226;0
11229;ENSG00000143977;SNRPG;2;70508494;70520903;12409;0
11230;ENSG00000143994;ABHD1;2;27346682;27353680;6998;0
11231;ENSG00000143995;MEIS1;2;66660584;66801001;140417;0
11232;ENSG00000144021;CIAO1;2;96931870;96939087;7217;0
11233;ENSG00000144026;ZNF514;2;95813075;95831158;18083;0
11234;ENSG00000144028;SNRNP200;2;96940074;96971297;31223;0
11235;ENSG00000144029;MRPS5;2;95752952;95815179;62227;0
11236;ENSG00000144031;ANKRD53;2;71205510;71212626;7116;0
11237;ENSG00000144034;TPRKB;2;73956231;73964527;8296;0
11238;ENSG00000144036;EXOC6B;2;72403113;73053170;650057;0
11239;ENSG00000144040;SFXN5;2;73169165;73302747;133582;0
11240;ENSG00000144043;TEX261;2;71213068;71222075;9007;0
11241;ENSG00000144045;DQX1;2;74745258;74753463;8205;0
11242;ENSG00000144048;DUSP11;2;73989311;74007284;17973;0
11243;ENSG00000144057;ST6GAL2;2;107418056;107503564;85508;0
11244;ENSG00000144061;NPHP1;2;110879888;110962643;82755;0
11245;ENSG00000144115;THNSL2;2;88469835;88486146;16311;1
